#, B(Y1), C(X2), D(Y2), E(X3), F(Y3), G(X4), H(Y4), I(X5), J(Y5), K(X6), L(Y6), M(X5), N(Y5), O(X6), P(Y6), Q(X5), R(Y5), S(X6), T(Y6)
#, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature
#, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K
#, 7.2 ps pulse, , 7.2 ps pulse, , 8.6 ps pulse, , 8.6 ps pulse, , 12.85 ps pulse, , 12.85 ps pulse, , 15.6 ps pulse, , 15.6 ps pulse, , 0.35 ns, , 0.35 ns
48.312, 5.230861528, 60.63141081, 423.5506151, 34.532, 3.704285048, 53.23484552, 424.5266264, 43.22, 2.394666547, 75.70517617, 435.9452676, 33.312, 3.055855623, 39.82355498, 459.7150357, 396, 8.175827572, 326.5402834, 341.7539892
48.556, 5.054178147, 60.82787015, 423.4455047, 34.776, 3.533739843, 53.28797192, 424.5004548, 43.464, 2.25323007, 75.72274436, 435.9369106, 33.556, 3.186881895, 40.3054024, 459.0195177, 398, 8.190208471, 342.3962569, 350.788563
48.8, 4.84245018, 60.99896775, 423.3554699, 35.02, 3.351656022, 53.34081327, 424.4746421, 43.708, 2.112631032, 75.75788073, 435.9202781, 33.8, 3.39238853, 40.55642662, 458.5993916, 400, 8.202161436, 358.2522304, 359.4213688
49.044, 4.598833958, 61.15295559, 423.2759246, 35.264, 3.162551256, 53.39365462, 424.4490683, 43.952, 1.973052272, 75.82815347, 435.887343, 34.044, 3.66194958, 40.80745084, 458.1782355, 402, 8.211873219, 371.5773604, 366.6772578
49.288, 4.327695346, 61.26634409, 423.2182372, 35.508, 2.970992498, 53.44649598, 424.4237481, 44.196, 1.834800824, 75.86328984, 435.8709657, 34.288, 3.983843819, 41.02735809, 457.8151594, 404, 8.218970292, 384.9024904, 373.7964899
49.532, 4.034478408, 61.3797326, 423.1614958, 35.752, 2.781588478, 53.55217868, 424.3743057, 44.44, 1.698366351, 75.88085803, 435.8628001, 34.532, 4.345446002, 41.20454618, 457.5294218, 406, 8.223639431, 398.2276204, 380.9853986
49.776, 3.725425485, 61.4752873, 423.1143656, 35.996, 2.598702785, 53.66059798, 424.3250895, 44.684, 1.564401896, 75.9159944, 435.8465562, 34.776, 4.733453734, 41.35946319, 457.2862693, 408, 8.224760021, 411.5527504, 387.992053
50.02, 3.407434302, 61.56067808, 423.0728095, 36.24, 2.426514718, 53.75817535, 424.2820538, 44.928, 1.433734212, 75.92038644, 435.8445271, 35.02, 5.134231455, 41.44803387, 457.1497479, 410, 8.225507082, 424.8778804, 394.7537866
50.264, 3.087743738, 61.63752978, 423.0358591, 36.484, 2.268819878, 53.9533301, 424.2016777, 45.172, 1.307373978, 75.92477849, 435.8424992, 35.264, 5.534156582, 41.52774748, 457.0289694, 412, 8.225507082, 438.2030104, 401.4852735
50.508, 2.773728551, 61.79123319, 422.963835, 36.728, 2.12891295, 54.09288835, 424.1472856, 45.416, 1.186495187, 75.93356258, 435.8384488, 35.508, 5.91993431, 41.62622965, 456.8833316, 414, 8.224946774, 451.5281404, 408.1099471
50.752, 2.472683457, 61.92280966, 422.9035528, 36.972, 2.009517363, 54.2324466, 424.0959453, 45.66, 1.072410471, 75.95113077, 435.8303687, 35.752, 6.278937495, 41.72471182, 456.7413731, 416, 8.223639431, 466.3722683, 415.0585926
50.996, 2.191567802, 62.03731829, 422.8521289, 37.216, 1.912796174, 54.37200485, 424.0475875, 45.904, 0.966542155, 75.98626714, 435.8142916, 35.996, 6.599431722, 41.79889273, 456.6364408, 418, 8.22065119, 481.2163963, 421.4395053
51.24, 1.936742967, 62.15182693, 422.8017341, 37.46, 1.840160475, 54.65112135, 423.9573187, 46.148, 0.870375387, 76.05653988, 435.7824663, 36.24, 6.870957783, 41.87329553, 456.533447, 420, 8.218783539, 496.0605242, 427.7058664
51.484, 1.713878063, 62.26633557, 422.7523615, 37.704, 1.792398949, 54.93023785, 423.8758275, 46.392, 0.785452924, 76.10277282, 435.7616783, 36.484, 7.084517724, 41.94769832, 456.4326664, 422, 8.218223232, 510.9046521, 433.143314
51.728, 1.527713457, 62.49535284, 422.6560373, 37.948, 1.769538385, 55.20935435, 423.8010055, 46.636, 0.713267662, 76.13678845, 435.7464661, 36.728, 7.232801365, 42.01034722, 456.3493312, 424, 8.219717352, 522.3618485, 436.57808
51.972, 1.381933417, 62.72437012, 422.5636383, 38.192, 1.770905289, 55.76758735, 423.653377, 46.88, 0.65526715, 76.160237, 435.7360159, 36.972, 7.310316657, 42.13564502, 456.1889371, 426, 8.223639431, 532.6733252, 439.2590304
52.216, 1.279096886, 62.95338739, 422.4754211, 38.436, 1.795173606, 56.32582035, 423.4938661, 47.124, 0.612782666, 76.17667522, 435.7287092, 37.216, 7.313595452, 42.23901126, 456.0609039, 428, 8.228308546, 553.2962786, 443.2637109
52.46, 1.220521045, 63.18240467, 422.3915775, 38.68, 1.840428043, 56.73096448, 423.3642982, 47.368, 0.586939632, 76.19041791, 435.7226128, 37.46, 7.241130593, 42.3156171, 455.9683436, 430, 8.235779149, 561.2779116, 444.215279
52.704, 1.206281082, 63.41142194, 422.3122846, 38.924, 1.90414332, 57.13610861, 423.2245312, 47.612, 0.578655872, 76.21790327, 435.7104679, 37.704, 7.093519897, 42.3794214, 455.8928316, 432, 8.245864463, 569.2595447, 444.6537216
52.948, 1.235216037, 63.64043922, 422.2376892, 39.168, 1.98335642, 57.30175101, 423.1654243, 47.856, 0.588606276, 76.27287401, 435.6863677, 37.948, 6.873406587, 42.44322571, 455.8189277, 434, 8.258004204, 577.2411777, 444.687995
53.192, 1.304956792, 64.09847377, 422.1109458, 39.412, 2.074761327, 57.46739341, 423.1066303, 48.1, 0.617055673, 76.38281548, 435.638897, 38.192, 6.585276792, 42.50703002, 455.7465434, 436, 8.27145129, 593.2044438, 443.652922
53.436, 1.412040005, 64.38199718, 422.0390385, 39.656, 2.174720831, 57.63303581, 423.0492799, 48.344, 0.664035614, 76.39655816, 435.6329797, 38.436, 6.235516484, 42.63463863, 455.6081778, 438, 8.282657194, 604.5513094, 442.4966466
53.68, 1.551975357, 64.66552059, 421.9724566, 39.9, 2.279502413, 57.79867821, 422.9945325, 48.588, 0.729112297, 76.41260646, 435.6260858, 38.68, 5.832058744, 42.73592072, 455.5023956, 440, 8.293302791, 611.0382552, 441.6583194
53.924, 1.719414298, 64.92069166, 421.9156074, 40.144, 2.385283459, 58.12996301, 422.9066078, 48.832, 0.811511712, 76.42865475, 435.6192076, 38.924, 5.384312763, 42.8270746, 455.4103544, 442, 8.303388105, 617.525201, 440.6594729
54.168, 1.908297969, 65.15034562, 421.8659522, 40.388, 2.488371467, 58.43957313, 422.8486278, 49.076, 0.910016057, 76.44470305, 435.612344, 39.168, 4.902782894, 42.90751999, 455.3317646, 444, 8.311979299, 624.0121467, 439.555322
54.412, 2.112043623, 65.37999959, 421.8166026, 40.632, 2.585214818, 58.74918325, 422.8177462, 49.32, 1.023065312, 76.47679963, 435.598676, 39.412, 4.398855128, 42.97853579, 455.2643043, 446, 8.319263148, 630.4990925, 438.3937982
54.656, 2.323704105, 65.58668815, 421.7714957, 40.876, 2.672576199, 59.02783236, 422.8131718, 49.564, 1.148693194, 76.54099281, 435.5715695, 39.656, 3.884501737, 43.12056741, 455.1377668, 448, 8.321877859, 635.9933024, 437.3724251
54.9, 2.536258766, 65.79337672, 421.7248653, 41.12, 2.747613865, 59.30648147, 422.830862, 49.808, 1.284604626, 76.60956104, 435.542877, 39.9, 3.371909874, 43.26259902, 455.0198908, 450, 8.32299845, 642.1655914, 436.1940617
55.144, 2.742722057, 66.00006529, 421.6759927, 41.364, 2.807948052, 59.55726567, 422.8628075, 50.052, 1.428167648, 76.64384516, 435.5286008, 40.144, 2.87323149, 43.39042748, 454.9212369, 452, 8.32262492, 648.3378804, 435.0002684
55.388, 2.936395564, 66.41344242, 421.5711016, 41.608, 2.851747753, 59.80804987, 422.9073766, 50.296, 1.576565002, 76.66356442, 435.5204114, 40.388, 2.400184479, 43.51825593, 454.830433, 454, 8.321504329, 653.8929405, 433.9213403
55.632, 3.111014666, 66.82681956, 421.4539071, 41.852, 2.877752489, 60.05883407, 422.9602725, 50.54, 1.726712625, 76.6808709, 435.5132401, 40.632, 1.963826398, 43.64608438, 454.7480472, 456, 8.319263148, 659.4480006, 432.8424221
55.876, 3.260949225, 67.24019669, 421.3246148, 42.096, 2.885391441, 60.56040246, 423.0679925, 50.784, 1.875457948, 76.69817739, 435.506084, 40.876, 1.574194712, 43.90174129, 454.605487, 458, 8.312726359, 665.0030607, 431.7659125
56.12, 3.381376715, 67.65357382, 421.1866843, 42.34, 2.874643607, 61.06197086, 423.154471, 51.028, 2.019558842, 76.73279037, 435.4918323, 41.12, 1.240124463, 44.15739819, 454.5007924, 460, 8.304882226, 667.3627423, 431.3115711
56.364, 3.468360817, 67.96896816, 421.0781899, 42.584, 2.846203896, 61.73441524, 423.173636, 51.272, 2.155840541, 76.80201631, 435.4635649, 41.364, 0.968923598, 44.4130551, 454.4410071, 462, 8.295357219, 669.7224239, 430.8605559
56.608, 3.518994859, 68.00839245, 421.0646256, 42.828, 2.801325676, 62.40685962, 423.05951, 51.516, 2.281197876, 76.83662929, 435.4494946, 41.608, 0.766285646, 44.66871201, 454.4307119, 464, 8.284338068, 672.0821055, 430.4125848
56.852, 3.531421259, 68.04781674, 421.0510811, 43.072, 2.741842742, 62.99476836, 422.8592608, 51.76, 2.392753397, 76.86136552, 435.4394709, 41.852, 0.636068968, 45.18002582, 454.6610963, 466, 8.27145129, 674.4417871, 429.9677562
57.096, 3.504932405, 68.09616883, 421.0345139, 43.316, 2.670101528, 63.49395961, 422.6377014, 52.004, 2.487850797, 76.87416202, 435.4342941, 42.096, 0.580222738, 45.60683345, 454.9793198, 468, 8.252214475, 679.1611503, 429.0876702
57.34, 3.43994966, 68.14452091, 421.0180009, 43.56, 2.588861988, 63.7039904, 422.5329974, 52.248, 2.564205444, 76.88333678, 435.4305866, 42.34, 0.598776183, 45.94421951, 455.2888933, 470, 8.231483564, 683.4085772, 428.3067185
57.584, 3.337954764, 68.19287299, 421.0015524, 43.804, 2.501177487, 63.91402119, 422.427709, 52.492, 2.619941727, 76.88863593, 435.4284466, 42.584, 0.689792296, 46.24737396, 455.5933465, 472, 8.210752629, 687.2312614, 427.6154028
57.828, 3.201506625, 68.28957716, 420.9689597, 44.048, 2.410370616, 64.10069751, 422.3347407, 52.736, 2.65360688, 76.89192867, 435.4271174, 42.828, 0.849449387, 46.52021297, 455.8703514, 474, 8.191702592, 691.0539455, 426.9325316
58.072, 3.034075852, 68.39057373, 420.935364, 44.292, 2.319891357, 64.25708475, 422.2577853, 52.98, 2.664269711, 76.8939768, 435.4262909, 43.072, 1.072144665, 46.76576808, 456.1083799, 476, 8.175827572, 694.2888142, 426.3601037
58.316, 2.839993872, 68.49157031, 420.9022577, 44.536, 2.233156954, 64.37707143, 422.1994628, 53.224, 2.65155525, 76.89566845, 435.4256083, 43.316, 1.35064578, 47.01132319, 456.3221384, 478, 8.158084878, 697.5236828, 425.7916113
58.56, 2.624307602, 68.59256689, 420.8696937, 44.78, 2.153466059, 64.47169314, 422.1539948, 53.468, 2.61562904, 76.89905177, 435.4242437, 43.56, 1.6762994, 47.2568783, 456.5000392, 480, 8.14370398, 700.7585514, 425.226592
58.804, 2.392560976, 68.79456004, 420.8059595, 45.024, 2.08390977, 64.56631486, 422.1090981, 53.712, 2.557210929, 76.90581839, 435.4215167, 43.804, 2.039228222, 47.74798851, 456.7392754, 482, 8.133431889, 703.9934201, 424.6632923
59.048, 2.150703435, 68.9965532, 420.7444645, 45.268, 2.0272336, 64.60634199, 422.0902127, 53.956, 2.477565152, 76.91935164, 435.4160716, 44.048, 2.428614618, 48.23909873, 456.7749643, 484, 8.128202467, 707.2282887, 424.102576
59.292, 1.904843694, 69.19854635, 420.6852446, 45.512, 1.985743664, 64.6423664, 422.0733015, 54.2, 2.378509957, 76.93288488, 435.410635, 44.292, 2.833013294, 48.73020895, 456.6005651, 486, 8.128015714, 710.4631573, 423.5452824
59.536, 1.661171454, 69.60253267, 420.5720277, 45.756, 1.961232917, 64.71441524, 422.0398328, 54.444, 2.262311273, 76.95995138, 435.3997958, 44.536, 3.240607697, 49.22131916, 456.2531985, 488, 8.125027472, 713.0505716, 423.1038125
59.78, 1.425621779, 70.00651898, 420.4625682, 46, 1.954893254, 64.75043966, 422.023196, 54.688, 2.131706101, 77.01408436, 435.3782516, 44.78, 3.639551851, 49.66331836, 455.8438481, 490, 8.123346575, 715.6379858, 422.6654388
60.024, 1.203831031, 70.41050529, 420.352085, 46.244, 1.967267369, 64.76845187, 422.0149025, 54.932, 1.989783831, 77.12235034, 435.3356904, 45.024, 4.01829429, 49.84846489, 455.6513334, 492, 8.123346575, 718.2254001, 422.2307133
60.268, 1.000903601, 70.8144916, 420.2369678, 46.488, 1.998206668, 64.78029147, 422.0094619, 55.176, 1.839926324, 77.13588359, 435.3303821, 45.268, 4.365866444, 50.03361143, 455.4593701, 494, 8.125214226, 720.8128143, 421.7987746
60.512, 0.821315066, 71.21847791, 420.1166283, 46.732, 2.046869433, 64.78771448, 422.0060549, 55.42, 1.685680418, 77.15061743, 435.324613, 45.512, 4.672138618, 50.19893199, 455.2904243, 496, 8.128015714, 725.9876428, 420.946633
60.756, 0.668726598, 71.44432437, 420.0477885, 46.976, 2.111755333, 64.79237845, 422.0039159, 55.664, 1.530780453, 77.16387789, 435.3194287, 45.756, 4.92819294, 50.28480687, 455.2036451, 498, 8.121478924, 730.6449885, 420.1942184
61, 0.545966092, 71.60387521, 419.9991515, 47.22, 2.190672547, 64.79627557, 422.0021296, 55.908, 1.37890788, 77.19039882, 435.3090916, 46, 5.126395053, 50.37068175, 455.1180055, 500, 8.109152429, 735.3023341, 419.4566023
61.244, 0.454877764, 71.76342606, 419.9512385, 47.464, 2.280825348, 64.8040698, 421.9985614, 56.152, 1.233726555, 77.24344067, 435.2885447, 46.244, 5.260778744, 50.41650648, 455.0727129, 502, 8.090289169, 739.9596798, 418.7338659
61.488, 0.396305796, 71.9229769, 419.9047508, 47.708, 2.378860945, 64.81965827, 421.9914424, 56.396, 1.098677504, 77.34952436, 435.2479618, 46.488, 5.327041231, 50.46233121, 455.027829, 504, 8.064889119, 742.2883526, 418.379045
61.732, 0.370059963, 72.08252774, 419.8604419, 47.952, 2.481005383, 64.85083521, 421.977274, 56.64, 0.976978953, 77.42127627, 435.2207786, 46.732, 5.322758973, 50.49824121, 454.9929136, 506, 8.032391996, 744.6170254, 418.026025
61.976, 0.374998133, 72.24207859, 419.8190836, 48.196, 2.583098532, 64.91318908, 421.9492161, 56.884, 0.871425192, 77.49302817, 435.193853, 46.976, 5.247357465, 50.57006122, 454.9241286, 508, 7.983086017, 746.9456983, 417.6739244
62.22, 0.408987861, 72.56118027, 419.7491417, 48.44, 2.680769227, 64.97403968, 421.9221072, 57.128, 0.784477062, 77.56478008, 435.1671807, 47.22, 5.10224083, 50.60597122, 454.8900589, 510, 7.925935905, 749.0415038, 417.3570899
62.464, 0.469025098, 72.89668395, 419.709038, 48.684, 2.769528049, 65.00446498, 421.9086253, 57.372, 0.71800472, 77.70828389, 435.1149945, 47.464, 4.890641345, 50.62392622, 454.8731047, 512, 7.864676961, 751.1373094, 417.0401544
62.708, 0.551317816, 73.23218763, 419.69643, 48.928, 2.844915014, 65.01967763, 421.9019026, 57.616, 0.673381082, 77.82065426, 435.0748993, 47.708, 4.617572397, 50.63678828, 454.8609972, 514, 7.803418017, 753.2331149, 416.7232901
62.952, 0.651405582, 73.53414094, 419.7066442, 49.172, 2.902607416, 65.02728395, 421.8985457, 57.86, 0.651394695, 77.93302463, 435.0356366, 47.952, 4.289708694, 50.64683192, 454.8515679, 516, 7.745520844, 755.3289204, 416.4068004
63.196, 0.764338332, 73.80589893, 419.7310767, 49.416, 2.938596944, 65.03108712, 421.8968682, 58.104, 0.652211246, 78.045395, 434.9972847, 48.196, 3.915181812, 50.65542225, 454.8435196, 518, 7.681647189, 759.5205315, 415.7768273
63.44, 0.88476735, 74.05048111, 419.7625028, 49.66, 2.949300804, 65.03156251, 421.8966586, 58.348, 0.675355777, 78.27013574, 434.9230577, 48.44, 3.503343306, 50.67260292, 454.8274911, 520, 7.619641185, 762.7014054, 415.3017281
63.684, 1.007171192, 74.29506329, 419.7995655, 49.904, 2.931665879, 65.03180021, 421.8965537, 58.592, 0.719819128, 78.49487648, 434.8531736, 48.684, 3.064550654, 50.70696425, 454.7957109, 522, 7.560996952, 765.8822793, 414.8300914
63.928, 1.125981631, 74.53964547, 419.8378495, 50.148, 2.883287139, 65.03191906, 421.8965013, 58.836, 0.783956905, 78.71961722, 434.7884502, 48.928, 2.609892691, 50.77568691, 454.7332828, 524, 7.507208611, 769.0631531, 414.3619314
64.172, 1.235821396, 75.02880984, 419.9002316, 50.392, 2.802526864, 65.03197848, 421.8964751, 59.08, 0.865626712, 79.16909871, 434.6884008, 49.172, 2.150803948, 50.84444586, 454.6720273, 526, 7.458649692, 772.244027, 413.8976239
64.416, 1.331598158, 75.51797421, 419.9203943, 50.636, 2.688530421, 65.03200819, 421.896462, 59.324, 0.962208184, 79.61858019, 434.6126602, 49.416, 1.698882052, 50.88898401, 454.6328809, 528, 7.402806923, 775.1068135, 413.4834821
64.66, 1.408711547, 76.13481408, 419.8457815, 50.88, 2.541339994, 65.03202079, 421.8964565, 59.568, 1.070680197, 79.9557693, 434.5675076, 49.66, 1.265518758, 50.93352217, 454.5942336, 530, 7.347711239, 777.3317633, 413.1640152
64.904, 1.463168921, 76.75165394, 419.6596716, 51.124, 2.361862984, 65.03203214, 421.8964515, 59.812, 1.187726758, 80.23715587, 434.5356038, 49.904, 0.86152825, 50.96691147, 454.5655356, 532, 7.296724362, 779.556713, 412.846941
65.148, 1.491755715, 77.09777865, 419.5143821, 51.368, 2.15196807, 65.03205482, 421.8964415, 60.056, 1.309796577, 80.49040379, 434.5093721, 50.148, 0.497022981, 51.03369008, 454.5091787, 534, 7.253394865, 781.7816628, 412.5321554
65.392, 1.492090819, 77.44390336, 419.3540503, 51.612, 1.914340579, 65.03210018, 421.8964215, 60.3, 1.433252731, 80.74365171, 434.4832715, 50.392, 0.180959537, 51.1120764, 454.4445752, 536, 7.219590399, 786.2315623, 411.9098166
65.636, 1.462726547, 77.58596854, 419.2856097, 51.856, 1.652575946, 65.0321909, 421.8963815, 60.544, 1.554420097, 80.97157483, 434.4579307, 50.636, -0.078965382, 51.16498365, 454.4016913, 538, 7.180369733, 788.1647378, 411.6408116
65.88, 1.403222152, 77.62148484, 419.2685371, 52.1, 1.370991701, 65.03237235, 421.8963014, 60.788, 1.669698547, 81.19949796, 434.4289224, 50.88, -0.276618311, 51.21260018, 454.3636295, 540, 7.141896128, 790.0979132, 411.3725692
66.124, 1.314145057, 77.64661891, 419.2564854, 52.344, 1.074606926, 65.03273524, 421.8961414, 61.032, 1.775770499, 81.42742108, 434.3946319, 51.124, -0.407477126, 51.2602167, 454.3260695, 542, 7.103796053, 792.0310886, 411.1048632
66.368, 1.197047856, 77.69688705, 419.2325282, 52.588, 0.769007792, 65.03309813, 421.8959814, 61.276, 1.86950783, 81.88326733, 434.3091717, 51.368, -0.468860932, 51.35544975, 454.2528993, 544, 7.066443039, 795.8974395, 410.570447
66.612, 1.054480207, 77.79742334, 419.1854808, 52.832, 0.46023725, 65.03382392, 421.8956615, 61.52, 1.948251474, 82.33911358, 434.1946002, 51.612, -0.459944523, 51.4169104, 454.2065338, 546, 7.028342964, 799.1857611, 410.118498
66.856, 0.889838907, 77.89627477, 419.1403588, 53.076, 0.154621188, 65.0345497, 421.8953415, 61.764, 2.009775584, 82.79495983, 434.0506448, 51.856, -0.381793918, 51.47168321, 454.165819, 548, 6.971192851, 802.4740827, 409.6690792
67.1, 0.707407649, 77.99512619, 419.096565, 53.32, -0.141367175, 65.03600127, 421.8947018, 62.008, 2.052383941, 83.25080608, 433.8840046, 52.1, -0.237283707, 51.52645601, 454.1256645, 550, 6.901342714, 805.7624044, 409.2222068
67.344, 0.512102997, 78.09397762, 419.054236, 53.564, -0.421255486, 65.03745284, 421.8940623, 62.252, 2.074979803, 83.6610677, 433.7237933, 52.344, -0.031134168, 51.63600162, 454.0475485, 552, 6.821594016, 808.0463691, 408.9136058
67.588, 0.309420241, 78.21202535, 419.0061658, 53.808, -0.678756364, 65.03890441, 421.8934229, 62.496, 2.077092167, 83.76363311, 433.6828328, 52.588, 0.230357964, 51.69308519, 454.0073945, 554, 6.735495329, 810.3303339, 408.6066909
67.832, 0.105234629, 78.3182683, 418.9649751, 54.052, -0.907948849, 65.04180755, 421.8921444, 62.74, 2.058884824, 83.80530074, 433.6662309, 52.832, 0.53940513, 51.74446039, 453.971666, 556, 6.645848094, 812.6142987, 408.3015019
68.076, -0.09430146, 78.43774303, 418.9215012, 54.296, -1.103395937, 65.04442037, 421.8909943, 62.984, 2.021169846, 83.84280162, 433.6513315, 53.076, 0.886937947, 51.84721081, 453.9017474, 558, 6.539392003, 814.8982634, 407.9975233
68.32, -0.283057173, 78.54527029, 418.884653, 54.54, -1.260306626, 65.04782263, 421.8894974, 63.228, 1.965324942, 83.91780336, 433.6217533, 53.32, 1.262901532, 51.90703703, 453.8615859, 560, 6.424718248, 817.1822282, 407.6951846
68.564, -0.454978269, 78.67339887, 418.8440627, 54.784, -1.374681091, 65.05122489, 421.8880014, 63.472, 1.893422213, 84.0081725, 433.5865514, 53.564, 1.656513654, 51.95815575, 453.8276219, 562, 6.305748884, 819.2377965, 407.4245783
68.808, -0.604336499, 78.78871459, 418.8100664, 55.028, -1.443392828, 65.05462715, 421.8865062, 63.716, 1.807975912, 84.09854164, 433.551856, 53.808, 2.056499141, 52.00927446, 453.7939846, 564, 6.187339828, 821.2933648, 407.1554067
69.052, -0.725872221, 78.92324687, 418.7737147, 55.272, -1.464320619, 65.05802941, 421.8850119, 63.96, 1.711950771, 84.18891079, 433.5177535, 54.052, 2.451490081, 52.11151189, 453.7280082, 566, 6.07210579, 823.0659922, 406.9244329
69.296, -0.815010466, 79.04432592, 418.7433983, 55.516, -1.436401682, 65.06143167, 421.8835184, 64.204, 1.608766786, 84.36964907, 433.4522205, 54.296, 2.830269661, 52.15193975, 453.7021169, 568, 5.947533474, 824.8386195, 406.6945218
69.54, -0.867925495, 79.17982537, 418.7120645, 55.76, -1.359662112, 65.06483393, 421.8820258, 64.448, 1.502037383, 84.49806693, 433.4072247, 54.54, 3.18208249, 52.18832483, 453.6789649, 570, 5.819599411, 826.6112469, 406.4656856
69.784, -0.881706186, 79.30177487, 418.6856265, 56.004, -1.235263597, 65.06823619, 421.8805339, 64.692, 1.395593725, 84.62648479, 433.363846, 54.784, 3.496906272, 52.26109497, 453.6332552, 572, 5.691478571, 828.3838743, 406.2379451
70.028, -0.854472715, 79.43535197, 418.6581553, 56.248, -1.065452672, 65.07163845, 421.879043, 64.936, 1.293334549, 84.75490265, 433.3221343, 55.028, 3.765824164, 52.30330735, 453.6069561, 574, 5.567653316, 830.5604545, 405.9605178
70.272, -0.785432095, 79.55557136, 418.6342887, 56.492, -0.853534929, 65.07844296, 421.8760636, 65.18, 1.1990627, 85.01173837, 433.2425698, 55.272, 3.981120404, 52.32688275, 453.592337, 576, 5.450551627, 832.7370346, 405.6845073
70.516, -0.674901475, 79.69144107, 418.6076657, 56.736, -0.60381963, 65.08524748, 421.8730875, 65.424, 1.116467544, 85.26857409, 433.1687484, 55.516, 4.136556403, 52.34013299, 453.5841424, 578, 5.32990139, 837.0901949, 405.1397398
70.76, -0.524398118, 79.81372381, 418.5836256, 56.98, -0.321511349, 65.092052, 421.8701148, 65.668, 1.048912261, 85.78224553, 433.0333737, 55.76, 4.227572081, 52.34758088, 453.5795432, 580, 5.208130562, 840.6255344, 404.7015539
71.004, -0.336505539, 79.95246585, 418.5554816, 57.224, -0.012618381, 65.09885652, 421.8671454, 65.912, 0.999415833, 86.29591698, 432.9046863, 56.004, 4.251358931, 52.35502876, 453.5749504, 582, 5.089347976, 843.2857872, 404.3739491
71.248, -0.114901326, 80.07733368, 418.5290695, 57.468, 0.316258612, 65.11246555, 421.8612166, 66.156, 0.970479289, 86.80958842, 432.7701624, 56.248, 4.206932192, 52.36081397, 453.5713868, 584, 4.978035993, 845.22601, 404.1360553
71.492, 0.135704439, 80.20220152, 418.5011396, 57.712, 0.658002071, 65.13968363, 421.8494247, 66.4, 0.96405986, 87.32325986, 432.6215082, 56.492, 4.09517648, 52.3723844, 453.5642749, 586, 4.876809323, 846.9722104, 403.9227508
71.736, 0.409744778, 80.32706935, 418.4714099, 57.956, 1.005204542, 65.19411977, 421.8260505, 66.644, 0.981496456, 87.8369313, 432.4583888, 56.736, 3.918845012, 52.39552524, 453.5501162, 588, 4.777263527, 848.7184109, 403.7102898
71.98, 0.700878974, 80.45193718, 418.4396044, 58.2, 1.350292196, 65.30299206, 421.7801064, 66.888, 1.023461112, 88.11376446, 432.3660249, 56.98, 3.682405961, 52.416352, 453.5374233, 590, 4.677344225, 850.4646113, 403.4985895
72.224, 1.002198118, 80.57680502, 418.4063306, 58.444, 1.685793929, 65.52073664, 421.6911784, 67.132, 1.089849074, 88.27045538, 432.3131356, 57.224, 3.391976911, 52.45800553, 453.5122429, 592, 4.57929255, 852.2108118, 403.2874252
72.468, 1.306292661, 80.70167285, 418.3710152, 58.688, 2.004418798, 65.95622581, 421.5232444, 67.376, 1.179922344, 88.42714631, 432.2605259, 57.468, 3.055204978, 52.54131257, 453.4627445, 594, 4.485910013, 855.7032127, 402.8670509
72.712, 1.605587899, 80.95140852, 418.2938325, 58.932, 2.299349225, 66.82720413, 421.2156138, 67.62, 1.292168833, 88.58383723, 432.2090652, 57.712, 2.680931047, 52.59161781, 453.4331959, 596, 4.398690736, 858.8463735, 402.4920329
72.956, 1.892430121, 81.20114418, 418.2090039, 59.176, 2.564284532, 68.56916079, 420.6631035, 67.864, 1.424384977, 88.89721907, 432.1132363, 57.956, 2.279063932, 52.6309091, 453.4103461, 598, 4.308296441, 861.9895344, 402.1197863
73.2, 2.159323753, 81.45087985, 418.1190864, 59.42, 2.793722294, 72.05307409, 419.6599629, 68.108, 1.573767852, 89.21060092, 432.0268242, 58.2, 1.860274797, 52.66453307, 453.3909514, 600, 4.208563892, 863.191262, 401.9780076
73.444, 2.399152883, 81.59897192, 418.0645395, 59.664, 2.983039247, 79.0209007, 417.7853659, 68.352, 1.736905409, 89.49264458, 431.957991, 58.444, 1.435690996, 52.73178101, 453.3528333, 602, 4.10061368, 864.3929897, 401.8366524
73.688, 2.60533136, 81.74706399, 418.0105125, 59.908, 3.128544005, 92.95655392, 414.2636014, 68.596, 1.909908031, 89.74648387, 431.9036542, 58.688, 1.016610106, 52.86627688, 453.2797741, 604, 3.987807576, 865.5947173, 401.6957315
73.932, 2.772006503, 81.88034685, 417.9632845, 60.152, 3.227690991, 120.8278604, 407.8873309, 68.84, 2.088532353, 90.00032316, 431.8566571, 58.932, 0.614232812, 53.00077275, 453.2104138, 606, 3.872760291, 866.6762722, 401.569263
74.176, 2.894226059, 82.01362972, 417.9183695, 60.396, 3.279053652, 176.5704732, 397.2208006, 69.084, 2.268197287, 90.22877853, 431.8197328, 59.176, 0.239316082, 53.11184827, 453.156048, 608, 3.751176216, 867.7578271, 401.443167
