#, B(Y1), C(X2), D(Y2), E(X3), F(Y3), G(X4), H(Y4), I(X5), J(Y5), K(X6), L(Y6), M(X5), N(Y5), O(X6), P(Y6), Q(X5), R(Y5), S(X6), T(Y6)
#, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature
#, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K
#, 7.2 ps pulse, , 7.2 ps pulse, , 8.6 ps pulse, , 8.6 ps pulse, , 12.85 ps pulse, , 12.85 ps pulse, , 15.6 ps pulse, , 15.6 ps pulse, , 0.35 ns, , 0.35 ns
, , 164.2979488, 403.2180807, , , , , , , , , , , , , 1390, 0.28687088, , 
, , 164.3201821, 403.2127979, , , , , , , , , , , , , 1390, 0.277906156, , 
, , 164.3646489, 403.2022582, , , , , , , , , , , , , 1390, 0.269501728, , 
, , 164.4535823, 403.1812761, , , , , , , , , , , , , 1390, 0.2610973, , 
, , 164.6314492, 403.1396727, , , , , , , , , , , , , 1390, 0.251385516, , 
, , 164.9871831, 403.057712, , , , , , , , , , , , , 1400, 0.23905902, , 
, , 165.6986508, 402.8975902, , , , , , , , , , , , , 1400, 0.221689868, , 
, , 167.1215862, 402.5869589, , , , , , , , , , , , , 1400, 0.205441307, , 
, , 169.967457, 401.9854213, , , , , , , , , , , , , 1400, 0.193114812, , 
, , 175.6591987, 400.8206635, , , , , , , , , , , , , 1400, 0.187698625, , 
, , 187.042682, 398.5897008, , , , , , , , , , , , , 1410, 0.191247161, , 
, , 209.8096487, 394.4545891, , , , , , , , , , , , , 1410, 0.201332475, , 
, , 255.343582, 387.2616874, , , , , , , , , , , , , 1410, 0.219261922, , 
, , 346.4114485, 375.9888902, , , , , , , , , , , , , 1410, 0.242234027, , 
, , 528.5471816, 360.8143357, , , , , , , , , , , , , 1410, 0.266139956, , 
, , 710.6829148, 350.225676, , , , , , , , , , , , , 1420, 0.28687088, , 
, , 960.6829148, 340.6270678, , , , , , , , , , , , , 1420, 0.299384139, , 
, , 1210.682915, 333.9953934, , , , , , , , , , , , , 1420, 0.304613562, , 
, , 1460.682915, 329.2214541, , , , , , , , , , , , , 1420, 0.303306206, , 
, , 1710.682915, 325.4131634, , , , , , , , , , , , , 1420, 0.296956194, , 
, , 1960.682915, 322.7397836, , , , , , , , , , , , , 1430, 0.28687088, , 
, , 2210.682915, 320.4920648, , , , , , , , , , , , , 1430, 0.27398409, , 
, , 2460.682915, 318.6621544, , , , , , , , , , , , , 1430, 0.258669354, , 
, , 2710.682915, 317.1595818, , , , , , , , , , , , , 1430, 0.240366376, , 
, , , , , , , , , , , , , , , , 1430, 0.217954567, , 
, , , , , , , , , , , , , , , , 1440, 0.191247161, , 
, , , , , , , , , , , , , , , , 1440, 0.161551515, , 
, , , , , , , , , , , , , , , , 1440, 0.129801452, , 
, , , , , , , , , , , , , , , , 1440, 0.098611685, , 
, , , , , , , , , , , , , , , , 1440, 0.070410159, , 
, , , , , , , , , , , , , , , , 1450, 0.047811585, , 
, , , , , , , , , , , , , , , , 1450, 0.034177735, , 
, , , , , , , , , , , , , , , , 1450, 0.028201253, , 
, , , , , , , , , , , , , , , , 1450, 0.029135078, , 
, , , , , , , , , , , , , , , , 1450, 0.036232151, , 
, , , , , , , , , , , , , , , , 1460, 0.047811585, , 
, , , , , , , , , , , , , , , , 1460, 0.063499851, , 
, , , , , , , , , , , , , , , , 1460, 0.080869003, , 
, , , , , , , , , , , , , , , , 1460, 0.100105806, , 
, , , , , , , , , , , , , , , , 1460, 0.120836729, , 
, , , , , , , , , , , , , , , , 1470, 0.143435303, , 
, , , , , , , , , , , , , , , , 1470, 0.167527997, , 
, , , , , , , , , , , , , , , , 1470, 0.190313336, , 
, , , , , , , , , , , , , , , , 1470, 0.210857494, , 
, , , , , , , , , , , , , , , , 1470, 0.22766635, , 
, , , , , , , , , , , , , , , , 1480, 0.23905902, , 
, , , , , , , , , , , , , , , , 1480, 0.243914913, , 
, , , , , , , , , , , , , , , , 1480, 0.241300202, , 
, , , , , , , , , , , , , , , , 1480, 0.231214887, , 
, , , , , , , , , , , , , , , , 1480, 0.214219265, , 
, , , , , , , , , , , , , , , , 1490, 0.191247161, , 
, , , , , , , , , , , , , , , , 1490, 0.163792696, , 
, , , , , , , , , , , , , , , , 1490, 0.134097049, , 
, , , , , , , , , , , , , , , , 1490, 0.103654342, , 
, , , , , , , , , , , , , , , , 1490, 0.074518991, , 
, , , , , , , , , , , , , , , , 1500, 0.047811585, , 
, , , , , , , , , , , , , , , , 1500, 0.026146837, , 
, , , , , , , , , , , , , , , , 1500, 0.010271805, , 
, , , , , , , , , , , , , , , , 1500, 5.60E-04, , 
, , , , , , , , , , , , , , , , 1500, -0.00280175, , 
, , , , , , , , , , , , , , , , 1510, -2.74E-07, , 
, , , , , , , , , , , , , , , , 1510, 0.010458571, , 
, , , , , , , , , , , , , , , , 1510, 0.026146837, , 
, , , , , , , , , , , , , , , , 1510, 0.046317465, , 
, , , , , , , , , , , , , , , , 1510, 0.070036629, , 
, , , , , , , , , , , , , , , , 1520, 0.095623444, , 
, , , , , , , , , , , , , , , , 1520, 0.122517614, , 
, , , , , , , , , , , , , , , , 1520, 0.147170604, , 
, , , , , , , , , , , , , , , , 1520, 0.167901527, , 
, , , , , , , , , , , , , , , , 1520, 0.183029498, , 
, , , , , , , , , , , , , , , , 1530, 0.191247161, , 
, , , , , , , , , , , , , , , , 1530, 0.193114812, , 
, , , , , , , , , , , , , , , , 1530, 0.18788539, , 
, , , , , , , , , , , , , , , , 1530, 0.176679486, , 
, , , , , , , , , , , , , , , , 1530, 0.161177985, , 
, , , , , , , , , , , , , , , , 1540, 0.143435303, , 
, , , , , , , , , , , , , , , , 1540, 0.126626446, , 
, , , , , , , , , , , , , , , , 1540, 0.112245535, , 
, , , , , , , , , , , , , , , , 1540, 0.101599926, , 
, , , , , , , , , , , , , , , , 1540, 0.095996974, , 
, , , , , , , , , , , , , , , , 1550, 0.095623444, , 
, , , , , , , , , , , , , , , , 1550, 0.100105806, , 
, , , , , , , , , , , , , , , , 1550, 0.108510234, , 
, , , , , , , , , , , , , , , , 1550, 0.119529373, , 
, , , , , , , , , , , , , , , , 1550, 0.131482338, , 
, , , , , , , , , , , , , , , , 1560, 0.143435303, , 
, , , , , , , , , , , , , , , , 1560, 0.152960321, , 
, , , , , , , , , , , , , , , , 1560, 0.16173828, , 
, , , , , , , , , , , , , , , , 1560, 0.170516238, , 
, , , , , , , , , , , , , , , , 1560, 0.180228022, , 
, , , , , , , , , , , , , , , , 1570, 0.191247161, , 
, , , , , , , , , , , , , , , , 1570, 0.202079535, , 
, , , , , , , , , , , , , , , , 1570, 0.21328544, , 
, , , , , , , , , , , , , , , , 1570, 0.224117814, , 
, , , , , , , , , , , , , , , , 1570, 0.233269303, , 
, , , , , , , , , , , , , , , , 1580, 0.23905902, , 
, , , , , , , , , , , , , , , , 1580, 0.23868549, , 
, , , , , , , , , , , , , , , , 1580, 0.233082538, , 
, , , , , , , , , , , , , , , , 1580, 0.222623694, , 
, , , , , , , , , , , , , , , , 1580, 0.208429548, , 
, , , , , , , , , , , , , , , , 1590, 0.191247161, , 
, , , , , , , , , , , , , , , , 1590, 0.171636829, , 
, , , , , , , , , , , , , , , , 1590, 0.151652966, , 
, , , , , , , , , , , , , , , , 1590, 0.131855868, , 
, , , , , , , , , , , , , , , , 1590, 0.113179361, , 
, , , , , , , , , , , , , , , , 1600, 0.095623444, , 
, , , , , , , , , , , , , , , , 1600, 0.080682238, , 
, , , , , , , , , , , , , , , , 1600, 0.068355743, , 
, , , , , , , , , , , , , , , , 1600, 0.058830725, , 
, , , , , , , , , , , , , , , , 1600, 0.052107182, , 
, , , , , , , , , , , , , , , , 1610, 0.047811585, , 
, , , , , , , , , , , , , , , , 1610, 0.047064525, , 
, , , , , , , , , , , , , , , , 1610, 0.04762482, , 
, , , , , , , , , , , , , , , , 1610, 0.04837188, , 
, , , , , , , , , , , , , , , , 1610, 0.048558645, , 
, , , , , , , , , , , , , , , , 1620, 0.047811585, , 
, , , , , , , , , , , , , , , , 1620, 0.04762482, , 
, , , , , , , , , , , , , , , , 1620, 0.04650423, , 
, , , , , , , , , , , , , , , , 1620, 0.045570404, , 
, , , , , , , , , , , , , , , , 1620, 0.045570404, , 
, , , , , , , , , , , , , , , , 1630, 0.047811585, , 
, , , , , , , , , , , , , , , , 1630, 0.053974833, , 
, , , , , , , , , , , , , , , , 1630, 0.062192496, , 
, , , , , , , , , , , , , , , , 1630, 0.072091045, , 
, , , , , , , , , , , , , , , , 1630, 0.083483714, , 
, , , , , , , , , , , , , , , , 1640, 0.095623444, , 
, , , , , , , , , , , , , , , , 1640, 0.108136704, , 
, , , , , , , , , , , , , , , , 1640, 0.119155843, , 
, , , , , , , , , , , , , , , , 1640, 0.128867627, , 
, , , , , , , , , , , , , , , , 1640, 0.13708529, , 
, , , , , , , , , , , , , , , , 1650, 0.143435303, , 
, , , , , , , , , , , , , , , , 1650, 0.147917664, , 
, , , , , , , , , , , , , , , , 1650, 0.15034561, , 
, , , , , , , , , , , , , , , , 1650, 0.15071914, , 
, , , , , , , , , , , , , , , , 1650, 0.14847796, , 
, , , , , , , , , , , , , , , , 1660, 0.143435303, , 
, , , , , , , , , , , , , , , , 1660, 0.136524995, , 
, , , , , , , , , , , , , , , , 1660, 0.127747036, , 
, , , , , , , , , , , , , , , , 1660, 0.118035253, , 
, , , , , , , , , , , , , , , , 1660, 0.107202878, , 
, , , , , , , , , , , , , , , , 1670, 0.095623444, , 
, , , , , , , , , , , , , , , , 1670, 0.084604305, , 
, , , , , , , , , , , , , , , , 1670, 0.07414546, , 
, , , , , , , , , , , , , , , , 1670, 0.064433677, , 
, , , , , , , , , , , , , , , , 1670, 0.055655718, , 
, , , , , , , , , , , , , , , , 1680, 0.047811585, , 
, , , , , , , , , , , , , , , , 1680, 0.042208633, , 
, , , , , , , , , , , , , , , , 1680, 0.038660097, , 
, , , , , , , , , , , , , , , , 1680, 0.038099801, , 
, , , , , , , , , , , , , , , , 1680, 0.040901278, , 
, , , , , , , , , , , , , , , , 1690, 0.047811585, , 
, , , , , , , , , , , , , , , , 1690, 0.05939102, , 
, , , , , , , , , , , , , , , , 1690, 0.075079286, , 
, , , , , , , , , , , , , , , , 1690, 0.094876384, , 
, , , , , , , , , , , , , , , , 1690, 0.117848488, , 
, , , , , , , , , , , , , , , , 1700, 0.143435303, , 
, , , , , , , , , , , , , , , , 1700, 0.169395648, , 
, , , , , , , , , , , , , , , , 1700, 0.193488342, , 
, , , , , , , , , , , , , , , , 1700, 0.2140325, , 
, , , , , , , , , , , , , , , , 1700, 0.229720766, , 
, , , , , , , , , , , , , , , , 1710, 0.23905902, , 
, , , , , , , , , , , , , , , , 1710, 0.240553141, , 
, , , , , , , , , , , , , , , , 1710, 0.235510484, , 
, , , , , , , , , , , , , , , , 1710, 0.224864874, , 
, , , , , , , , , , , , , , , , 1710, 0.209736903, , 
, , , , , , , , , , , , , , , , 1720, 0.191247161, , 
, , , , , , , , , , , , , , , , 1720, 0.170516238, , 
, , , , , , , , , , , , , , , , 1720, 0.149785315, , 
, , , , , , , , , , , , , , , , 1720, 0.130174982, , 
, , , , , , , , , , , , , , , , 1720, 0.11205877, , 
, , , , , , , , , , , , , , , , 1730, 0.095623444, , 
, , , , , , , , , , , , , , , , 1730, 0.080869003, , 
, , , , , , , , , , , , , , , , 1730, 0.068355743, , 
, , , , , , , , , , , , , , , , 1730, 0.058643959, , 
, , , , , , , , , , , , , , , , 1730, 0.051546887, , 
, , , , , , , , , , , , , , , , 1740, 0.047811585, , 
, , , , , , , , , , , , , , , , 1740, 0.048185115, , 
, , , , , , , , , , , , , , , , 1740, 0.052854242, , 
, , , , , , , , , , , , , , , , 1740, 0.062379261, , 
, , , , , , , , , , , , , , , , 1740, 0.076760172, , 
, , , , , , , , , , , , , , , , 1750, 0.095623444, , 
, , , , , , , , , , , , , , , , 1750, 0.118222018, , 
, , , , , , , , , , , , , , , , 1750, 0.141380887, , 
, , , , , , , , , , , , , , , , 1750, 0.16285887, , 
, , , , , , , , , , , , , , , , 1750, 0.180041257, , 
, , , , , , , , , , , , , , , , 1760, 0.191247161, , 
, , , , , , , , , , , , , , , , 1760, 0.195355993, , 
, , , , , , , , , , , , , , , , 1760, 0.191433926, , 
, , , , , , , , , , , , , , , , 1760, 0.180414787, , 
, , , , , , , , , , , , , , , , 1760, 0.163979461, , 
, , , , , , , , , , , , , , , , 1770, 0.143435303, , 
, , , , , , , , , , , , , , , , 1770, 0.122144084, , 
, , , , , , , , , , , , , , , , 1770, 0.101039631, , 
, , , , , , , , , , , , , , , , 1770, 0.081055768, , 
, , , , , , , , , , , , , , , , 1770, 0.063126321, , 
, , , , , , , , , , , , , , , , 1780, 0.047811585, , 
, , , , , , , , , , , , , , , , 1780, 0.037539506, , 
, , , , , , , , , , , , , , , , 1780, 0.032123319, , 
, , , , , , , , , , , , , , , , 1780, 0.031749789, , 
, , , , , , , , , , , , , , , , 1780, 0.037165976, , 
, , , , , , , , , , , , , , , , 1790, 0.047811585, , 
, , , , , , , , , , , , , , , , 1790, 0.064246912, , 
, , , , , , , , , , , , , , , , 1790, 0.083670479, , 
, , , , , , , , , , , , , , , , 1790, 0.104588167, , 
, , , , , , , , , , , , , , , , 1790, 0.125132325, , 
, , , , , , , , , , , , , , , , 1800, 0.143435303, , 
, , , , , , , , , , , , , , , , 1800, 0.158750039, , 
, , , , , , , , , , , , , , , , 1800, 0.170703003, , 
, , , , , , , , , , , , , , , , 1800, 0.179667727, , 
, , , , , , , , , , , , , , , , 1800, 0.186391269, , 
, , , , , , , , , , , , , , , , 1810, 0.191247161, , 
, , , , , , , , , , , , , , , , 1810, 0.194982463, , 
, , , , , , , , , , , , , , , , 1810, 0.197223644, , 
, , , , , , , , , , , , , , , , 1810, 0.197597174, , 
, , , , , , , , , , , , , , , , 1810, 0.195729523, , 
, , , , , , , , , , , , , , , , 1820, 0.191247161, , 
, , , , , , , , , , , , , , , , 1820, 0.183589793, , 
, , , , , , , , , , , , , , , , 1820, 0.173878009, , 
, , , , , , , , , , , , , , , , 1820, 0.1632324, , 
, , , , , , , , , , , , , , , , 1820, 0.152773556, , 
, , , , , , , , , , , , , , , , 1830, 0.143435303, , 
, , , , , , , , , , , , , , , , 1830, 0.13633823, , 
, , , , , , , , , , , , , , , , 1830, 0.132789693, , 
, , , , , , , , , , , , , , , , 1830, 0.133163224, , 
, , , , , , , , , , , , , , , , 1830, 0.136898525, , 
, , , , , , , , , , , , , , , , 1840, 0.143435303, , 
, , , , , , , , , , , , , , , , 1840, 0.152026496, , 
, , , , , , , , , , , , , , , , 1840, 0.16211181, , 
, , , , , , , , , , , , , , , , 1840, 0.172757419, , 
, , , , , , , , , , , , , , , , 1840, 0.182842733, , 
, , , , , , , , , , , , , , , , 1850, 0.191247161, , 
, , , , , , , , , , , , , , , , 1850, 0.197597174, , 
, , , , , , , , , , , , , , , , 1850, 0.200958945, , 
, , , , , , , , , , , , , , , , 1850, 0.20114571, , 
, , , , , , , , , , , , , , , , 1850, 0.197970704, , 
, , , , , , , , , , , , , , , , 1860, 0.191247161, , 
, , , , , , , , , , , , , , , , 1860, 0.182655968, , 
, , , , , , , , , , , , , , , , 1860, 0.172570654, , 
, , , , , , , , , , , , , , , , 1860, 0.161925045, , 
, , , , , , , , , , , , , , , , 1860, 0.152026496, , 
, , , , , , , , , , , , , , , , 1870, 0.143435303, , 
, , , , , , , , , , , , , , , , 1870, 0.138019115, , 
, , , , , , , , , , , , , , , , 1870, 0.135404404, , 
, , , , , , , , , , , , , , , , 1870, 0.13559117, , 
, , , , , , , , , , , , , , , , 1870, 0.138392646, , 
, , , , , , , , , , , , , , , , 1880, 0.143435303, , 
, , , , , , , , , , , , , , , , 1880, 0.15034561, , 
, , , , , , , , , , , , , , , , 1880, 0.158563273, , 
, , , , , , , , , , , , , , , , 1880, 0.168275057, , 
, , , , , , , , , , , , , , , , 1880, 0.179294197, , 
, , , , , , , , , , , , , , , , 1890, 0.191247161, , 
, , , , , , , , , , , , , , , , 1890, 0.202826596, , 
, , , , , , , , , , , , , , , , 1890, 0.213845735, , 
, , , , , , , , , , , , , , , , 1890, 0.223931049, , 
, , , , , , , , , , , , , , , , 1890, 0.232522242, , 
, , , , , , , , , , , , , , , , 1900, 0.23905902, , 
, , , , , , , , , , , , , , , , 1900, 0.242047262, , 
, , , , , , , , , , , , , , , , 1900, 0.242981087, , 
, , , , , , , , , , , , , , , , 1900, 0.242420792, , 
, , , , , , , , , , , , , , , , 1900, 0.241113437, , 
, , , , , , , , , , , , , , , , 1910, 0.23905902, , 
, , , , , , , , , , , , , , , , 1910, 0.234950188, , 
, , , , , , , , , , , , , , , , 1910, 0.228786941, , 
, , , , , , , , , , , , , , , , 1910, 0.220008982, , 
, , , , , , , , , , , , , , , , 1910, 0.207682488, , 
, , , , , , , , , , , , , , , , 1920, 0.191247161, , 
, , , , , , , , , , , , , , , , 1920, 0.170516238, , 
, , , , , , , , , , , , , , , , 1920, 0.148104429, , 
, , , , , , , , , , , , , , , , 1920, 0.126813211, , 
, , , , , , , , , , , , , , , , 1920, 0.108696999, , 
, , , , , , , , , , , , , , , , 1930, 0.095623444, , 
, , , , , , , , , , , , , , , , 1930, 0.088526371, , 
, , , , , , , , , , , , , , , , 1930, 0.086845485, , 
, , , , , , , , , , , , , , , , 1930, 0.088713136, , 
, , , , , , , , , , , , , , , , 1930, 0.092261673, , 
, , , , , , , , , , , , , , , , 1940, 0.095623444, , 
, , , , , , , , , , , , , , , , 1940, 0.098238155, , 
, , , , , , , , , , , , , , , , 1940, 0.09879845, , 
, , , , , , , , , , , , , , , , 1940, 0.097864625, , 
, , , , , , , , , , , , , , , , 1940, 0.096370504, , 
, , , , , , , , , , , , , , , , 1950, 0.095623444, , 
, , , , , , , , , , , , , , , , 1950, 0.09730433, , 
, , , , , , , , , , , , , , , , 1950, 0.09917198, , 
, , , , , , , , , , , , , , , , 1950, 0.100479336, , 
, , , , , , , , , , , , , , , , 1950, 0.09954551, , 
, , , , , , , , , , , , , , , , 1960, 0.095623444, , 
, , , , , , , , , , , , , , , , 1960, 0.089833727, , 
, , , , , , , , , , , , , , , , 1960, 0.080682238, , 
, , , , , , , , , , , , , , , , 1960, 0.069663099, , 
, , , , , , , , , , , , , , , , 1960, 0.058083664, , 
, , , , , , , , , , , , , , , , 1970, 0.047811585, , 
, , , , , , , , , , , , , , , , 1970, 0.042395398, , 
, , , , , , , , , , , , , , , , 1970, 0.040154217, , 
, , , , , , , , , , , , , , , , 1970, 0.040714512, , 
, , , , , , , , , , , , , , , , 1970, 0.043515989, , 
, , , , , , , , , , , , , , , , 1980, 0.047811585, , 
, , , , , , , , , , , , , , , , 1980, 0.055468953, , 
, , , , , , , , , , , , , , , , 1980, 0.064060147, , 
, , , , , , , , , , , , , , , , 1980, 0.07377193, , 
, , , , , , , , , , , , , , , , 1980, 0.08441754, , 
, , , , , , , , , , , , , , , , 1990, 0.095623444, , 
, , , , , , , , , , , , , , , , 1990, 0.109257294, , 
, , , , , , , , , , , , , , , , 1990, 0.122144084, , 
, , , , , , , , , , , , , , , , 1990, 0.132789693, , 
, , , , , , , , , , , , , , , , 1990, 0.140260296, , 
, , , , , , , , , , , , , , , , 2000, 0.143435303, , 
, , , , , , , , , , , , , , , , 2000, 0.144369128, , 
, , , , , , , , , , , , , , , , 2000, 0, , 
